発注GP,部門コード,部門名,物流コード,店舗コード,平均売価,販売数,売上金額
トイズ,502525,プラモデルアクセ,861,879,501.5,23,12258.0
トイズ,502530,ジグソーパズル,861,094,578.366666,29,16937.0
トイズ,502530,ジグソーパズル,861,737,691.0,2,1382.0
トイズ,502530,ジグソーパズル,861,842,478.430232,87,41559.0
トイズ,502530,ジグソーパズル,861,879,1508.0,3,4524.0
トイズ,502540,パネル,861,094,2572.75,8,20582.0
トイズ,502540,パネル,861,736,3261.0,1,3261.0
トイズ,503020,乗用玩具,861,094,7703.666666,6,46222.0
トイズ,503020,乗用玩具,861,737,4006.666666,3,12020.0
トイズ,503020,乗用玩具,861,842,6683.666666,18,124388.0
トイズ,503099,ベビー用品,861,737,515.5,2,1031.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,253,4796.65,24,114725.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,256,7853.0,7,51816.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,259,8341.272727,12,96452.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,289,6260.25,12,75123.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,737,7949.833333,25,190303.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,754,4251.0,3,12753.0
パソコンサプライ,321090,ディスプレイアクセサリー,861,876,10022.0,1,10022.0
パソコンサプライ,363010,キーボード,861,094,5599.312638,889,4099906.0
パソコンサプライ,363010,キーボード,861,256,5953.340909,49,349996.0
パソコンサプライ,363010,キーボード,861,259,5878.5,119,659756.0
パソコンサプライ,363010,キーボード,861,268,4102.959459,168,485864.0
パソコンサプライ,363010,キーボード,861,289,6851.159663,229,1714655.0
パソコンサプライ,393010,インクカートリッジ,861,259,1850.342857,58,86151.0
パソコンサプライ,393010,インクカートリッジ,861,289,2198.5,44,67530.0
パソコンサプライ,393010,インクカートリッジ,861,331,2341.2,5,11706.0
パソコンサプライ,393010,インクカートリッジ,861,480,1941.285714,12,17378.0
パソコンサプライ,393010,インクカートリッジ,861,514,905.0,5,4525.0
パソコンサプライ,393010,インクカートリッジ,861,522,957.5,2,1915.0
パソコンサプライ,393010,インクカートリッジ,861,543,1490.183098,103,141773.0
パソコンサプライ,393010,インクカートリッジ,861,548,1560.5,4,6242.0
パソコンサプライ,393010,インクカートリッジ,861,656,1807.5,2,3615.0
パソコンサプライ,393010,インクカートリッジ,861,737,1847.668478,733,1168234.0
パソコンサプライ,393010,インクカートリッジ,861,754,6353.0,13,111525.0
パソコンサプライ,393010,インクカートリッジ,861,772,1458.0,1,1458.0
パソコンサプライ,393015,純正インクカートリッジ,861,253,2744.374179,1513,3764506.0
パソコンサプライ,393015,純正インクカートリッジ,861,254,933.5,4,3734.0
パソコンサプライ,393015,純正インクカートリッジ,861,256,3563.105882,502,1617065.0
パソコンサプライ,393015,純正インクカートリッジ,861,259,3322.17034,709,2082616.0
パソコンサプライ,393015,純正インクカートリッジ,861,268,3227.251851,284,840037.0
パソコンサプライ,393015,純正インクカートリッジ,861,289,2609.012195,448,1116019.0
パソコンサプライ,393015,純正インクカートリッジ,861,293,2424.0,4,9696.0
パソコンサプライ,393015,純正インクカートリッジ,861,480,3307.74468,259,773908.0
パソコンサプライ,393015,純正インクカートリッジ,861,499,2153.142857,16,35683.0
パソコンサプライ,393015,純正インクカートリッジ,861,514,3102.666666,3,9308.0
パソコンサプライ,393015,純正インクカートリッジ,861,564,1220.0,1,1220.0
パソコンサプライ,393015,純正インクカートリッジ,861,569,962.571428,29,28702.0
パソコンサプライ,393015,純正インクカートリッジ,861,615,1679.0,5,8314.0
パソコンサプライ,393015,純正インクカートリッジ,861,618,6166.0,4,24664.0
パソコンサプライ,393015,純正インクカートリッジ,861,624,946.0,2,1892.0
パソコンサプライ,393015,純正インクカートリッジ,861,629,1803.0,2,3606.0
パソコンサプライ,393015,純正インクカートリッジ,861,630,925.0,5,4625.0
パソコンサプライ,393015,純正インクカートリッジ,861,632,2715.555555,30,79568.0
パソコンサプライ,393015,純正インクカートリッジ,861,635,6663.0,2,13326.0
パソコンサプライ,393015,純正インクカートリッジ,861,638,4087.333333,6,24524.0
パソコンサプライ,393015,純正インクカートリッジ,861,675,986.0,2,1972.0
パソコンサプライ,393015,純正インクカートリッジ,861,731,10315.0,10,85876.0
パソコンサプライ,393015,純正インクカートリッジ,861,737,2757.340416,4810,12836943.0
パソコンサプライ,393015,純正インクカートリッジ,861,755,2199.333333,4,10928.0
パソコンサプライ,393015,純正インクカートリッジ,861,756,2999.869047,224,456326.0
パソコンサプライ,393015,純正インクカートリッジ,861,758,2968.916666,23,55573.0
パソコンサプライ,393015,純正インクカートリッジ,861,772,2504.368421,42,121318.0
パソコンサプライ,393015,純正インクカートリッジ,861,807,2570.0,2,5140.0
パソコンサプライ,393015,純正インクカートリッジ,861,809,4552.714285,20,79093.0
パソコンサプライ,393015,純正インクカートリッジ,861,845,2419.135135,352,822201.0
パソコンサプライ,393015,純正インクカートリッジ,861,855,2570.0,10,25700.0
パソコンサプライ,393015,純正インクカートリッジ,861,876,3705.230769,31,101009.0
パソコンサプライ,393020,トナー,861,240,8882.91228,63,539383.0
パソコンサプライ,393020,トナー,861,331,17621.2,9,122342.0
パソコンサプライ,393020,トナー,861,480,12106.666666,13,172108.0
パソコンサプライ,393020,トナー,861,505,4374.0,1,4374.0
パソコンサプライ,393020,トナー,861,511,7322.0,2,14644.0
パソコンサプライ,393020,トナー,861,532,12679.0,4,50716.0
パソコンサプライ,393020,トナー,861,543,11081.95098,136,1456552.0
パソコンサプライ,393020,トナー,861,569,13920.8,7,89324.0
パソコンサプライ,393020,トナー,861,571,31751.5,4,127006.0
パソコンサプライ,393020,トナー,861,579,9730.0,1,9730.0
パソコンサプライ,393020,トナー,861,580,25736.0,2,51472.0
パソコンサプライ,393020,トナー,861,609,12840.75,7,86311.0
パソコンサプライ,393020,トナー,861,637,7813.5,5,37021.0
パソコンサプライ,393020,トナー,861,641,13006.666666,4,64540.0
パソコンサプライ,393020,トナー,861,653,27183.0,1,27183.0
パソコンサプライ,363010,キーボード,861,331,1460.5,3,3931.0
パソコンサプライ,363010,キーボード,861,533,1010.0,2,2020.0
パソコンサプライ,363010,キーボード,861,543,7734.395348,191,1557475.0
パソコンサプライ,363010,キーボード,861,604,6010.0,31,67758.0
パソコンサプライ,363010,キーボード,861,605,1425.0,1,1425.0
パソコンサプライ,363010,キーボード,861,629,887.0,1,887.0
パソコンサプライ,363010,キーボード,861,675,950.0,1,950.0
パソコンサプライ,363010,キーボード,861,736,4568.033898,444,1833903.0
パソコンサプライ,363010,キーボード,861,737,4566.68387,575,2038067.0
パソコンサプライ,363010,キーボード,861,738,9229.943262,238,2216061.0
パソコンサプライ,363010,キーボード,861,754,4782.083333,51,450778.0
パソコンサプライ,363010,キーボード,861,772,2893.75,30,62262.0
パソコンサプライ,363010,キーボード,861,809,4100.0,5,23024.0
パソコンサプライ,363010,キーボード,861,842,5807.32317,176,907517.0
パソコンサプライ,363010,キーボード,861,879,5651.131736,373,1615494.0
パソコンサプライ,363020,マウス,861,240,2276.409677,922,2512645.0
パソコンサプライ,363020,マウス,861,253,2953.946058,440,1083976.0
パソコンサプライ,363020,マウス,861,268,2671.242857,579,1134032.0
パソコンサプライ,363020,マウス,861,485,2810.833333,49,101330.0
パソコンサプライ,363020,マウス,861,511,2403.0,3,6858.0
パソコンサプライ,363020,マウス,861,533,957.0,14,13186.0
パソコンサプライ,363020,マウス,861,542,851.0,5,4255.0
パソコンサプライ,363020,マウス,861,543,3019.474708,836,2000027.0
パソコンサプライ,363020,マウス,861,557,1000.0,2,2000.0
パソコンサプライ,363020,マウス,861,684,582.333333,6,3494.0
パソコンサプライ,363020,マウス,861,738,2593.288888,560,1211526.0
パソコンサプライ,363020,マウス,861,756,1562.0,29,43750.0
パソコンサプライ,363020,マウス,861,757,2168.333333,27,51850.0
パソコンサプライ,363020,マウス,861,808,12317.0,6,73902.0
パソコンサプライ,363020,マウス,861,809,2189.333333,25,70876.0
パソコンサプライ,363020,マウス,861,842,2452.795454,408,985843.0
パソコンサプライ,363020,マウス,861,845,1983.086419,252,305940.0
パソコンサプライ,363020,マウス,861,846,3183.31208,1252,3371853.0
パソコンサプライ,363020,マウス,861,879,2925.522058,578,1387697.0
パソコンサプライ,363030,ゲームパッド,861,268,7743.0,1,7743.0
パソコンサプライ,363030,ゲームパッド,861,485,2289.5,2,4579.0
パソコンサプライ,363030,ゲームパッド,861,543,1630.0,1,1630.0
パソコンサプライ,363030,ゲームパッド,861,736,3407.533333,23,70853.0
パソコンサプライ,363030,ゲームパッド,861,738,1312.0,4,5108.0
パソコンサプライ,363030,ゲームパッド,861,842,4534.444444,21,95486.0
パソコンサプライ,363030,ゲームパッド,861,845,3087.0,3,9261.0
パソコンサプライ,363030,ゲームパッド,861,846,5572.280701,72,402653.0
パソコンサプライ,363030,ゲームパッド,861,879,5993.5,21,117038.0
パソコンサプライ,363040,テンキー,861,094,2097.022222,62,132023.0
パソコンサプライ,363040,テンキー,861,256,2426.666666,8,19074.0
パソコンサプライ,363040,テンキー,861,259,2150.142857,9,20666.0
パソコンサプライ,363040,テンキー,861,289,4712.0,3,14136.0
パソコンサプライ,363040,テンキー,861,480,4503.0,1,4503.0
パソコンサプライ,363040,テンキー,861,514,1760.0,3,5280.0
パソコンサプライ,363040,テンキー,861,543,1992.25,102,143405.0
パソコンサプライ,363040,テンキー,861,604,1760.0,2,3520.0
パソコンサプライ,363040,テンキー,861,736,2351.5,17,37884.0
パソコンサプライ,363040,テンキー,861,737,2589.882352,22,51134.0
パソコンサプライ,363040,テンキー,861,754,1030.0,1,1030.0
パソコンサプライ,363040,テンキー,861,758,1030.0,3,3090.0
パソコンサプライ,363040,テンキー,861,809,3132.0,1,3132.0
パソコンサプライ,363099,その他入力装置関連,861,094,10615.666666,9,95541.0
パソコンサプライ,363099,その他入力装置関連,861,240,429840.0,1,429840.0
パソコンサプライ,363099,その他入力装置関連,861,268,991.0,3,2973.0
パソコンサプライ,363099,その他入力装置関連,861,738,30240.0,1,30240.0
パソコンサプライ,363099,その他入力装置関連,861,842,8247.0,4,32988.0
パソコンサプライ,363099,その他入力装置関連,861,879,6376.0,4,25504.0
パソコンサプライ,393020,トナー,861,736,10526.028571,234,2279001.0
パソコンサプライ,393020,トナー,861,738,12492.265306,73,992741.0
パソコンサプライ,393020,トナー,861,757,12565.166666,7,89603.0
パソコンサプライ,393020,トナー,861,807,12252.25,4,49009.0
パソコンサプライ,393020,トナー,861,842,10141.715328,151,1477603.0
パソコンサプライ,393020,トナー,861,845,10001.84,30,287941.0
パソコンサプライ,393020,トナー,861,846,11450.458471,383,4022182.0
パソコンサプライ,393020,トナー,861,879,13744.913684,639,8437621.0
パソコンサプライ,393099,その他インク／トナー関連,861,094,5531.988636,128,578008.0
パソコンサプライ,393099,その他インク／トナー関連,861,240,1879.0,2,3758.0
パソコンサプライ,393099,その他インク／トナー関連,861,480,11944.0,1,11944.0
パソコンサプライ,393099,その他インク／トナー関連,861,522,987.0,2,1974.0
パソコンサプライ,393099,その他インク／トナー関連,861,543,6300.90909,12,71461.0
パソコンサプライ,393099,その他インク／トナー関連,861,579,423.0,1,423.0
パソコンサプライ,393099,その他インク／トナー関連,861,623,1242.0,2,2484.0
パソコンサプライ,393099,その他インク／トナー関連,861,736,5065.214285,50,185674.0
パソコンサプライ,393099,その他インク／トナー関連,861,738,987.0,2,1974.0
パソコンサプライ,393099,その他インク／トナー関連,861,842,3554.714285,27,56840.0
パソコンサプライ,393099,その他インク／トナー関連,861,845,11485.5,6,49116.0
パソコンサプライ,393099,その他インク／トナー関連,861,846,3367.083333,113,165735.0
パソコンサプライ,393099,その他インク／トナー関連,861,879,9229.965517,31,269785.0
パソコンサプライ,394010,ＯＡラック,861,240,3702.0,4,14946.0
パソコンサプライ,394010,ＯＡラック,861,480,6080.0,2,12160.0
パソコンサプライ,394010,ＯＡラック,861,543,1695.5,2,3391.0
パソコンサプライ,394010,ＯＡラック,861,736,2958.666666,3,8876.0
パソコンサプライ,394010,ＯＡラック,861,738,8974.0,3,26922.0
パソコンサプライ,394010,ＯＡラック,861,845,4436.4,3,17020.0
パソコンサプライ,394020,ＯＡチェア,861,094,24960.0,6,149760.0
パソコンサプライ,394020,ＯＡチェア,861,256,1306.0,3,3918.0
パソコンサプライ,394020,ＯＡチェア,861,259,4686.5,2,9373.0
パソコンサプライ,394020,ＯＡチェア,861,289,28497.0,3,85491.0
パソコンサプライ,394020,ＯＡチェア,861,736,4967.5,2,9935.0
パソコンサプライ,394020,ＯＡチェア,861,737,34592.333333,1,25261.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,094,3577.428571,15,52524.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,268,1967.75,23,49148.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,485,4611.0,2,9222.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,736,2772.8,6,17125.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,737,3453.2,7,21628.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,738,15616.0,1,15616.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,754,7667.5,2,15335.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,842,8820.142857,8,73437.0
パソコンサプライ,394099,その他ＯＡファニチャー関連,861,879,2345.75,14,36454.0
パソコンサプライ,395010,ＯＡバッグ,861,094,2690.656488,168,480073.0
パソコンサプライ,395010,ＯＡバッグ,861,240,2914.882352,17,49553.0
パソコンサプライ,395010,ＯＡバッグ,861,268,3366.5,52,153991.0
パソコンサプライ,395010,ＯＡバッグ,861,632,1598.0,1,1598.0
パソコンサプライ,395010,ＯＡバッグ,861,638,1911.0,3,5733.0
パソコンサプライ,395010,ＯＡバッグ,861,673,828.2,10,8282.0
パソコンサプライ,395010,ＯＡバッグ,861,736,2553.862068,36,89028.0
パソコンサプライ,395010,ＯＡバッグ,861,737,2929.844444,76,188369.0
パソコンサプライ,395010,ＯＡバッグ,861,738,3797.272727,15,49242.0
パソコンサプライ,395010,ＯＡバッグ,861,842,3426.876712,72,240552.0
パソコンサプライ,395010,ＯＡバッグ,861,879,3085.25,182,489458.0
パソコンサプライ,395030,ＯＡクリーナー,861,259,1083.142857,17,16144.0
パソコンサプライ,395030,ＯＡクリーナー,861,289,526.428571,73,35360.0
パソコンサプライ,395030,ＯＡクリーナー,861,480,3920.0,1,3920.0
パソコンサプライ,395030,ＯＡクリーナー,861,485,488.75,8,3910.0
パソコンサプライ,395030,ＯＡクリーナー,861,519,505.0,1,505.0
パソコンサプライ,395030,ＯＡクリーナー,861,543,968.142857,16,10638.0
パソコンサプライ,363110,ゲーミングマウス,861,094,5206.80851,70,288462.0
パソコンサプライ,363110,ゲーミングマウス,861,253,6733.7375,87,610681.0
パソコンサプライ,363110,ゲーミングマウス,861,256,7208.947368,21,152219.0
パソコンサプライ,363110,ゲーミングマウス,861,259,7276.620689,29,211022.0
パソコンサプライ,363110,ゲーミングマウス,861,268,2030.0,2,4060.0
パソコンサプライ,363110,ゲーミングマウス,861,289,5207.441176,32,164527.0
パソコンサプライ,363110,ゲーミングマウス,861,485,6872.0,3,20616.0
パソコンサプライ,363110,ゲーミングマウス,861,737,7680.806451,77,532720.0
パソコンサプライ,363110,ゲーミングマウス,861,754,8910.0,1,8910.0
パソコンサプライ,363110,ゲーミングマウス,861,842,6952.2,62,389938.0
パソコンサプライ,363110,ゲーミングマウス,861,846,6690.0,142,936354.0
パソコンサプライ,363110,ゲーミングマウス,861,879,5394.25,6,33867.0
パソコンサプライ,363120,ゲーミングキーボード,861,094,8825.95,23,182318.0
パソコンサプライ,363120,ゲーミングキーボード,861,240,12009.242424,67,670244.0
パソコンサプライ,363120,ゲーミングキーボード,861,480,19954.333333,3,59863.0
パソコンサプライ,363120,ゲーミングキーボード,861,736,13147.142857,13,132868.0
パソコンサプライ,363120,ゲーミングキーボード,861,738,15368.071428,37,412738.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,240,9740.666666,25,229328.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,253,11353.826086,25,262131.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,480,7743.0,1,7743.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,485,16172.5,2,32345.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,543,15031.5,7,108365.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,845,7642.333333,3,22927.0
パソコンサプライ,363130,ゲーミングヘッドセット,861,846,10307.12676,92,928897.0
パソコンサプライ,363135,ゲーミングマイク,861,094,15660.0,1,15660.0
パソコンサプライ,363135,ゲーミングマイク,861,543,3218.0,1,3218.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,240,3526.4,3,14652.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,253,3364.131578,45,142489.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,256,2082.1,10,20821.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,259,4089.818181,11,44988.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,289,3897.0,15,56850.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,480,1490.0,1,1490.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,485,2548.375,7,18897.0
パソコンサプライ,363140,ゲーミングマウスパッド,861,846,4478.5,51,294797.0
パソコンサプライ,363150,ゲーミングチェア,861,240,38367.428571,8,300572.0
パソコンサプライ,363150,ゲーミングチェア,861,253,50335.4,8,409978.0
パソコンサプライ,363150,ゲーミングチェア,861,738,59184.0,1,59184.0
パソコンサプライ,363150,ゲーミングチェア,861,842,43816.153846,14,601610.0
パソコンサプライ,363150,ゲーミングチェア,861,845,32000.0,1,32000.0
パソコンサプライ,363150,ゲーミングチェア,861,846,42570.625,7,288337.0
パソコンサプライ,366090,モジュラケーブル・アダプタ,861,094,646.705882,26,17727.0
パソコンサプライ,366090,モジュラケーブル・アダプタ,861,289,302.0,1,302.0
パソコンサプライ,366090,モジュラケーブル・アダプタ,861,605,360.0,1,360.0
パソコンサプライ,366090,モジュラケーブル・アダプタ,861,736,969.0,1,969.0
パソコンサプライ,366090,モジュラケーブル・アダプタ,861,737,582.0,1,582.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,253,1447.914285,127,121224.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,256,568.68421,52,26026.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,259,2254.047619,48,67085.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,289,1031.966666,172,145335.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,480,695.333333,3,2086.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,490,950.0,2,1900.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,543,853.521739,69,45311.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,579,980.0,3,2940.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,640,1030.0,6,6180.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,737,1377.53271,254,231051.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,754,1599.545454,19,24258.0
パソコンサプライ,366099,ＬＡＮケーブル・アダプタ,861,756,468.0,5,1746.0
パソコンサプライ,395030,ＯＡクリーナー,861,599,3164.0,1,3164.0
パソコンサプライ,395030,ＯＡクリーナー,861,604,491.0,2,982.0
パソコンサプライ,395030,ＯＡクリーナー,861,736,976.628571,68,52965.0
パソコンサプライ,395030,ＯＡクリーナー,861,737,1235.576271,103,112049.0
パソコンサプライ,395030,ＯＡクリーナー,861,738,928.5,11,8551.0
パソコンサプライ,395030,ＯＡクリーナー,861,754,589.714285,39,22778.0
パソコンサプライ,395030,ＯＡクリーナー,861,772,166.0,1,166.0
パソコンサプライ,395030,ＯＡクリーナー,861,842,815.865671,82,66135.0
パソコンサプライ,395030,ＯＡクリーナー,861,879,744.103448,122,100452.0
パソコンサプライ,395040,カバー類,861,240,405.0,12,4860.0
パソコンサプライ,395040,カバー類,861,253,984.333333,20,19480.0
パソコンサプライ,395040,カバー類,861,579,1166.0,3,3498.0
パソコンサプライ,395040,カバー類,861,656,817.0,4,3268.0
パソコンサプライ,395040,カバー類,861,757,725.0,3,2175.0
パソコンサプライ,395040,カバー類,861,842,1565.657142,113,132178.0
パソコンサプライ,395040,カバー類,861,845,405.666666,4,1622.0
パソコンサプライ,395040,カバー類,861,846,1076.107142,76,82096.0
パソコンサプライ,395040,カバー類,861,879,1140.090909,58,48740.0
パソコンサプライ,395050,ディスプレイフィルター,861,253,3328.75,12,39945.0
パソコンサプライ,395050,ディスプレイフィルター,861,256,2044.333333,3,6133.0
パソコンサプライ,395050,ディスプレイフィルター,861,259,5829.6,5,29148.0
パソコンサプライ,395050,ディスプレイフィルター,861,268,6257.333333,183,1305014.0
パソコンサプライ,395050,ディスプレイフィルター,861,289,3600.0,11,42385.0
パソコンサプライ,395050,ディスプレイフィルター,861,511,1922.0,1,1922.0
パソコンサプライ,395050,ディスプレイフィルター,861,543,4435.0,3,13305.0
パソコンサプライ,395050,ディスプレイフィルター,861,737,3125.5625,17,57223.0
パソコンサプライ,395050,ディスプレイフィルター,861,754,2602.0,1,2602.0
パソコンサプライ,395050,ディスプレイフィルター,861,756,3517.0,8,29742.0
パソコンサプライ,395050,ディスプレイフィルター,861,772,7322.0,8,58360.0
パソコンサプライ,395050,ディスプレイフィルター,861,842,2658.75862,29,77104.0
パソコンサプライ,395050,ディスプレイフィルター,861,845,4373.555555,9,39362.0
パソコンサプライ,395050,ディスプレイフィルター,861,846,3555.121951,56,196401.0
パソコンサプライ,395050,ディスプレイフィルター,861,879,5301.072727,209,959619.0
パソコンサプライ,395060,マウスパッド,861,240,896.363636,14,12128.0
パソコンサプライ,395060,マウスパッド,861,253,922.117647,29,27738.0
パソコンサプライ,395060,マウスパッド,861,480,550.0,2,1100.0
パソコンサプライ,395060,マウスパッド,861,485,258.0,1,258.0
パソコンサプライ,395060,マウスパッド,861,543,908.842105,23,17486.0
パソコンサプライ,395060,マウスパッド,861,756,675.0,1,675.0
パソコンサプライ,395060,マウスパッド,861,758,111.0,4,444.0
パソコンサプライ,395060,マウスパッド,861,842,848.456521,40,34750.0
パソコンサプライ,395060,マウスパッド,861,845,7182.0,1,7182.0
パソコンサプライ,395060,マウスパッド,861,846,1154.90625,186,151672.0
パソコンサプライ,395070,メディアケース,861,094,823.907936,691,497225.0
パソコンサプライ,395070,メディアケース,861,253,1030.588235,133,118809.0
パソコンサプライ,395070,メディアケース,861,254,1112.0,1,1112.0
パソコンサプライ,395070,メディアケース,861,256,768.142857,35,21372.0
パソコンサプライ,395070,メディアケース,861,259,708.975,73,42366.0
パソコンサプライ,395070,メディアケース,861,268,755.333333,77,54285.0
パソコンサプライ,395070,メディアケース,861,289,928.891891,64,52368.0
パソコンサプライ,395070,メディアケース,861,485,1050.6,11,10703.0
パソコンサプライ,395070,メディアケース,861,737,882.986754,319,269124.0
パソコンサプライ,395070,メディアケース,861,757,752.0,3,2256.0
パソコンサプライ,395070,メディアケース,861,807,1252.0,1,1252.0
パソコンサプライ,395070,メディアケース,861,846,804.183406,676,487560.0
パソコンサプライ,395070,メディアケース,861,879,915.76,97,100507.0
パソコンサプライ,395099,ＰＣサプライ,861,094,1581.8,306,406084.0
パソコンサプライ,395099,ＰＣサプライ,861,256,2761.2,19,46694.0
パソコンサプライ,395099,ＰＣサプライ,861,259,4312.76923,17,59449.0
パソコンサプライ,395099,ＰＣサプライ,861,268,2529.545454,242,466358.0
パソコンサプライ,395099,ＰＣサプライ,861,289,1740.071428,16,25019.0
パソコンサプライ,395099,ＰＣサプライ,861,485,391.333333,5,1854.0
パソコンサプライ,395099,ＰＣサプライ,861,543,1830.75,9,16147.0
パソコンサプライ,395099,ＰＣサプライ,861,736,2008.0,53,77515.0
パソコンサプライ,395099,ＰＣサプライ,861,737,1599.441176,49,60292.0
パソコンサプライ,395099,ＰＣサプライ,861,738,1953.333333,47,29266.0
パソコンサプライ,395099,ＰＣサプライ,861,754,1039.0,18,21346.0
パソコンサプライ,395099,ＰＣサプライ,861,809,317.0,40,12680.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,253,1706.222222,141,202813.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,256,1667.611111,25,36348.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,259,1282.666666,100,127777.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,268,2013.114457,711,1119776.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,289,1476.650793,124,140072.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,514,2829.0,1,2829.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,604,2559.0,4,8962.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,607,1533.0,1,1533.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,615,1728.0,1,1728.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,618,1473.5,9,13278.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,637,5426.5,5,23423.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,675,1728.0,3,5184.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,711,795.0,2,1590.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,731,2359.5,5,16221.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,737,1936.795918,184,289047.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,755,693.5,17,8338.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,756,2933.2,53,79983.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,772,2147.0,39,78693.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,808,2061.666666,3,6185.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,809,1639.5,6,8294.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,845,7482.25,9,62925.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,874,2948.0,1,2948.0
パソコンサプライ,399910,接続ケーブル・アダプタ,861,876,1324.0,2,2648.0
パソコンサプライ,399920,ＵＳＢハブ,861,094,2869.263157,325,851718.0
パソコンサプライ,399920,ＵＳＢハブ,861,240,2870.05,35,79674.0
パソコンサプライ,399920,ＵＳＢハブ,861,480,1360.666666,3,4082.0
パソコンサプライ,399920,ＵＳＢハブ,861,736,2516.658823,139,282477.0
パソコンサプライ,399920,ＵＳＢハブ,861,738,2286.230769,45,96409.0
パソコンサプライ,399920,ＵＳＢハブ,861,842,2175.550724,71,155448.0
パソコンサプライ,399920,ＵＳＢハブ,861,845,1829.2,5,9146.0
パソコンサプライ,399920,ＵＳＢハブ,861,846,2946.648148,143,457388.0
パソコンサプライ,399920,ＵＳＢハブ,861,879,3306.666666,194,483688.0
パソコンサプライ,399920,ＵＳＢハブ,861,880,1339.0,2,2678.0
パソコンサプライ,399940,切替器,861,253,7630.95,23,161744.0
パソコンサプライ,399940,切替器,861,256,5185.0,14,72323.0
パソコンサプライ,399940,切替器,861,259,7914.0,19,146833.0
パソコンサプライ,399940,切替器,861,268,6972.111111,18,94524.0
パソコンサプライ,399940,切替器,861,289,6232.5,8,49860.0
パソコンサプライ,399940,切替器,861,485,1490.0,1,1490.0
パソコンサプライ,399940,切替器,861,491,3078.0,1,3078.0
パソコンサプライ,399940,切替器,861,543,4782.0,30,109580.0
パソコンサプライ,399940,切替器,861,632,3553.0,1,3553.0
パソコンサプライ,399940,切替器,861,737,5126.0,10,55695.0
パソコンサプライ,399940,切替器,861,754,3113.666666,3,9341.0
