089,094,240,253,256,259,268,289,480,543,736,737,738,754,808,842,845,846,876,879,item_cd,store_cd,îÑâø,ì˙ït,î≠íçéc,à⁄ëóíÜ,ëçç›å…ó ,îÃîÑâ¬î\ç›å…
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-16,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-17,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-18,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-19,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-20,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-21,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-10-22,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-22,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-23,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-24,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-25,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-10-25,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-26,,,,
,1.0,,,,,,,,,,,,,,,,,,3.0,4547597800850,861,,2017-10-26,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-27,,,,
,,,,,,,,,,,,,,,,,,,6.0,4547597800850,861,,2017-10-27,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-28,,,,
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-10-28,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-29,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-10-29,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-30,,,,
,,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,,2017-10-30,,,,
,2.0,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,,2017-10-31,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-31,,,,
,1.0,,,,,,,,,,,,,,1.0,,,,1.0,4547597800850,861,3445.0,2017-11-01,3.0,0.0,6.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-02,5.0,1.0,12.0,6.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-03,3.0,1.0,10.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-04,3.0,1.0,9.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-05,3.0,1.0,8.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-06,3.0,1.0,8.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-07,2.0,1.0,11.0,8.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-08,2.0,1.0,9.0,6.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-09,0.0,1.0,6.0,5.0
,2.0,,,,,,,,,,,,,,1.0,,,,1.0,4547597800850,861,3445.0,2017-11-10,1.0,1.0,4.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-11,6.0,1.0,9.0,2.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-12,6.0,1.0,8.0,1.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-13,7.0,1.0,8.0,0.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-14,4.0,1.0,10.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-15,4.0,1.0,11.0,6.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-16,1.0,1.0,10.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-17,0.0,1.0,10.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-18,0.0,1.0,10.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-19,0.0,1.0,10.0,9.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-20,0.0,1.0,15.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-21,0.0,1.0,15.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-22,0.0,1.0,15.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-23,0.0,1.0,14.0,13.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-24,0.0,1.0,14.0,13.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-11-25,0.0,1.0,13.0,12.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-26,0.0,0.0,13.0,13.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-27,0.0,0.0,13.0,13.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2017-11-28,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-29,0.0,0.0,11.0,11.0
,1.0,,,,,,1.0,,,,,,,,,,,,,4547597800850,861,3445.0,2017-11-30,0.0,0.0,9.0,9.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-01,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-02,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-03,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-04,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,3445.0,2017-12-05,0.0,0.0,6.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-06,0.0,0.0,6.0,6.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-07,0.0,0.0,4.0,4.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-08,2.0,0.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-09,5.0,0.0,6.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-10,5.0,0.0,6.0,1.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-11,5.0,0.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-12,1.0,0.0,6.0,5.0
,,,,,,,2.0,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-12-13,1.0,0.0,3.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-14,3.0,0.0,5.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-15,5.0,0.0,6.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-16,3.0,0.0,7.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-17,3.0,0.0,6.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-18,4.0,0.0,7.0,3.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-19,4.0,0.0,5.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-20,2.0,0.0,7.0,5.0
,1.0,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,3445.0,2017-12-21,2.0,0.0,4.0,2.0
,,,,,,,,,,,,,,,-1.0,,,,,4547597800850,861,3445.0,2017-12-22,4.0,0.0,9.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-23,4.0,0.0,9.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-24,4.0,0.0,9.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-25,4.0,0.0,9.0,5.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2017-12-26,4.0,0.0,8.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-27,4.0,0.0,8.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-28,6.0,0.0,10.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-29,6.0,0.0,10.0,4.0
,1.0,,,,,,1.0,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-30,6.0,0.0,8.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2017-12-31,6.0,0.0,8.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-01,6.0,0.0,8.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-02,6.0,0.0,6.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-03,6.0,0.0,6.0,0.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-04,6.0,0.0,6.0,0.0
,,,,,,1.0,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-05,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-06,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-07,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-01-08,1.0,0.0,4.0,3.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-01-09,2.0,0.0,2.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-10,4.0,0.0,5.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-11,3.0,0.0,5.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-12,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-13,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-14,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-01-15,1.0,0.0,4.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-16,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-17,0.0,0.0,4.0,4.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-18,0.0,0.0,2.0,2.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-19,3.0,0.0,3.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-20,5.0,0.0,5.0,0.0
,,,,,,,1.0,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-21,5.0,0.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-22,5.0,0.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-23,0.0,0.0,5.0,5.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-01-24,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-25,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-26,1.0,0.0,5.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-27,1.0,0.0,4.0,3.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-28,1.0,0.0,3.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-29,2.0,0.0,5.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-01-30,2.0,0.0,4.0,2.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-01-31,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-01,1.0,0.0,5.0,4.0
,1.0,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-02-02,0.0,0.0,2.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-03,3.0,0.0,4.0,1.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-04,4.0,0.0,4.0,0.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-02-05,5.0,0.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-06,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-07,1.0,0.0,5.0,4.0
,,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,3445.0,2018-02-08,0.0,0.0,2.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-09,3.0,0.0,5.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-10,3.0,0.0,5.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-11,3.0,0.0,5.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-12,3.0,0.0,5.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-13,3.0,0.0,4.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-14,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-15,0.0,0.0,4.0,4.0
,4.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-16,1.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-17,1.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-18,5.0,0.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-19,5.0,0.0,5.0,0.0
,5.0,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-02-20,0.0,0.0,3.0,3.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-21,2.0,0.0,4.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-22,3.0,0.0,5.0,2.0
,,,,,,,,,,,,,,,,,,,3.0,4547597800850,861,3445.0,2018-02-23,2.0,0.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-24,1.0,0.0,3.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-25,1.0,0.0,3.0,2.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-26,1.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-27,6.0,0.0,6.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-02-28,6.0,0.0,8.0,2.0
,10.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-01,5.0,0.0,8.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-02,1.0,0.0,4.0,3.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-03,5.0,0.0,12.0,7.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-03-04,5.0,0.0,9.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-05,5.0,0.0,9.0,4.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-06,0.0,0.0,7.0,7.0
,4.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-07,1.0,0.0,4.0,3.0
,,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,3445.0,2018-03-08,6.0,0.0,7.0,1.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-03-09,8.0,0.0,9.0,1.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-03-10,4.0,0.0,9.0,5.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-11,6.0,0.0,10.0,4.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-03-12,6.0,0.0,9.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-13,2.0,0.0,11.0,9.0
,,,,,,,,,,,,,,,,,,,3.0,4547597800850,861,3445.0,2018-03-14,2.0,0.0,8.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-15,6.0,0.0,14.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-16,6.0,0.0,14.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-17,0.0,0.0,14.0,14.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-18,1.0,0.0,14.0,13.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-19,1.0,0.0,14.0,13.0
,,,,,,,,,1.0,,,,,,,,,,,4547597800850,861,3445.0,2018-03-20,0.0,0.0,11.0,11.0
,4.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-21,5.0,0.0,14.0,9.0
,3.0,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-03-22,11.0,0.0,16.0,5.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-23,11.0,0.0,15.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-24,0.0,0.0,15.0,15.0
,1.0,,,,,,,,,,,,,,-1.0,,,,,4547597800850,861,3445.0,2018-03-25,6.0,0.0,20.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-26,6.0,0.0,20.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-27,2.0,0.0,22.0,20.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-28,2.0,0.0,22.0,20.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-29,2.0,0.0,20.0,18.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-30,2.0,0.0,20.0,18.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-03-31,2.0,0.0,20.0,18.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-04-01,2.0,0.0,18.0,16.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-04-02,2.0,0.0,12.0,10.0
,1.0,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-04-03,0.0,0.0,10.0,10.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-04-04,0.0,0.0,7.0,7.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-05,1.0,0.0,7.0,6.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-04-06,3.0,0.0,8.0,5.0
,,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,3445.0,2018-04-07,2.0,0.0,6.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-08,5.0,0.0,9.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-09,16.0,0.0,20.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-10,11.0,0.0,19.0,8.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-04-11,11.0,0.0,18.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-12,0.0,0.0,18.0,18.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-13,0.0,0.0,18.0,18.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-14,0.0,0.0,18.0,18.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-15,0.0,0.0,17.0,17.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-04-16,0.0,0.0,14.0,14.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-17,0.0,0.0,11.0,11.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-18,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-19,0.0,0.0,10.0,10.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-20,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-21,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-22,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-23,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-04-24,0.0,0.0,4.0,4.0
,4.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-25,3.0,0.0,7.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-26,4.0,0.0,8.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-27,4.0,0.0,8.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-28,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-29,0.0,0.0,8.0,8.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-04-30,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-01,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-05-02,0.0,0.0,9.0,9.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-05-03,0.0,0.0,7.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-04,0.0,0.0,7.0,7.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-05,0.0,0.0,4.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-06,0.0,0.0,3.0,3.0
,,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,3445.0,2018-05-07,3.0,0.0,5.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-08,4.0,0.0,6.0,2.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-09,2.0,0.0,7.0,5.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-05-10,2.0,0.0,6.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-11,1.0,0.0,3.0,2.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-12,0.0,0.0,3.0,3.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-13,9.0,0.0,11.0,2.0
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,3445.0,2018-05-14,9.0,0.0,10.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-15,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-16,0.0,0.0,10.0,10.0
,10.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-17,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-18,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-19,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-20,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-21,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-22,0.0,0.0,10.0,10.0
,4.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-05-23,0.0,0.0,5.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-24,5.0,0.0,10.0,5.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-25,5.0,0.0,9.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-26,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,3445.0,2018-05-27,0.0,0.0,7.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-28,3.0,0.0,10.0,7.0
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,3445.0,2018-05-29,3.0,0.0,8.0,5.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-30,4.0,0.0,7.0,3.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-05-31,4.0,0.0,10.0,6.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-01,4.0,0.0,7.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-02,1.0,0.0,7.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-03,3.0,0.0,9.0,6.0
,2.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-04,3.0,0.0,7.0,4.0
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-05,4.0,0.0,11.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-06,4.0,0.0,11.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-07,4.0,0.0,11.0,7.0
,2.0,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,3445.0,2018-06-08,0.0,0.0,7.0,7.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-09,3.0,0.0,9.0,6.0
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,3445.0,2018-06-10,4.0,0.0,9.0,5.0
